,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,date,average_temp,trip_length_minutes,daily_ride_count,month,season
0,3369D016821ACD0A,classic_bike,2022-01-01 09:55:25.013,2022-01-01 10:05:47.093,Lafayette St & E 8 St,5788.13,8 Ave & W 16 St,6072.11,40.73020660529954,-73.99102628231049,40.740983,-74.001702,casual,2022-01-01,11.6,10.368,5105,1,winter
5105,EF47BB9761EB7F50,electric_bike,2022-01-02 11:38:08.176,2022-01-02 11:54:46.034,St James Pl & Oliver St,5238.05,8 Ave & W 31 St,6450.05,40.71307916,-73.99851193,40.7505853470215,-73.9946848154068,casual,2022-01-02,11.4,16.630966666666666,10561,1,winter
15666,B5E8659E2663D5A8,classic_bike,2022-01-03 18:48:26.327,2022-01-03 19:11:39.596,E 65 St & 2 Ave,6860.12,Crescent St & Broadway,6827.11,40.76471851944339,-73.96222069859505,40.7633589,-73.9286471,member,2022-01-03,1.4,23.22115,8028,1,winter
23694,A6A92F9014FBE3B7,classic_bike,2022-01-04 13:05:17.258,2022-01-04 13:36:53.648,Leonard St & Church St,5359.11,Leonard St & Church St,5359.11,40.717571,-74.005549,40.717571,-74.005549,member,2022-01-04,-2.7,31.6065,9106,1,winter
32800,3EAB103A064FDA4A,classic_bike,2022-01-05 17:05:17.751,2022-01-05 17:20:00.795,W 30 St & 10 Ave,6459.07,11 Ave & W 41 St,6726.01,40.752694,-74.002353,40.76030096,-73.99884222,member,2022-01-05,3.2,14.7174,8309,1,winter
41109,DA278E86349E4162,classic_bike,2022-01-06 19:45:43.303,2022-01-06 19:49:44.107,E 1 St & 1 Ave,5593.01,E 11 St & 1 Ave,5746.14,40.72335597960796,-73.98864984512329,40.72953837,-73.98426726,member,2022-01-06,4.9,4.0134,11009,1,winter
52118,BAA284C2373DE745,classic_bike,2022-01-07 17:34:13.890,2022-01-07 17:46:44.226,Lenox Ave & W 130 St,7753.13,Lenox Ave & W 111 St,7602.05,40.8107922,-73.9430681,40.7987859,-73.9523,member,2022-01-07,0.7,12.5056,4165,1,winter
56283,149B0CDEF3493E49,classic_bike,2022-01-08 15:56:06.816,2022-01-08 16:31:46.607,E 72 St & Park Ave,6998.08,Perry St & Greenwich Ave,5955.12,40.77118287540658,-73.96409422159195,40.735918,-74.000939,member,2022-01-08,-2.5,35.663183333333336,5949,1,winter
62232,2E32306FE6105053,classic_bike,2022-01-09 20:48:29.299,2022-01-09 20:52:20.606,Hope St & Union Ave,5187.03,Boerum St & Broadway,5004.02,40.71167351,-73.95141312,40.70538077,-73.94976519,member,2022-01-09,1.4,3.8551166666666665,5270,1,winter
67502,89B9CAF9417BD9B7,classic_bike,2022-01-10 11:06:52.837,2022-01-10 11:11:52.548,W 20 St & 7 Ave,6182.02,MacDougal St & Washington Sq,5797.01,40.74238787,-73.99726235,40.73226398,-73.99852205,member,2022-01-10,1.6,4.995183333333333,8648,1,winter
76150,900A187DABBCD5AA,electric_bike,2022-01-11 13:14:56.616,2022-01-11 13:28:14.353,MacDougal St & Prince St,5687.04,W 41 St & 8 Ave,6602.03,40.72710258,-74.00297088,40.75640548,-73.9900262,member,2022-01-11,-5.4,13.295616666666666,6482,1,winter
82632,DE8EB371279E5934,electric_bike,2022-01-12 16:14:58.341,2022-01-12 16:31:47.088,Lexington Ave & E 111 St,7567.06,St Nicholas Ave & W 134 St,7837.30,40.7954121,-73.9441232,40.816234,-73.948222,member,2022-01-12,-1.9,16.81245,10166,1,winter
92798,A439A4094C161159,electric_bike,2022-01-13 14:00:47.533,2022-01-13 14:05:35.958,E 88 St & 1 Ave,7235.13,2 Ave & E 72 St,6925.09,40.778301,-73.9488134,40.7687620293096,-73.95840793848038,member,2022-01-13,4.0,4.807083333333334,12700,1,winter
105498,E4D99F180E988038,classic_bike,2022-01-14 17:40:14.818,2022-01-14 17:45:53.599,W 42 St & 6 Ave,6517.08,E 53 St & Madison Ave,6659.03,40.75492,-73.98455,40.759711,-73.974023,member,2022-01-14,4.8,5.64635,11243,1,winter
116741,8204712CC6F8429D,classic_bike,2022-01-15 14:29:17.986,2022-01-15 14:33:23.597,W 107 St & Columbus Ave,7619.05,West End Ave & W 107 St,7650.05,40.7997568,-73.9621128676,40.8021174,-73.9681805305,member,2022-01-15,-6.7,4.093516666666667,5625,1,winter
122366,842649A22C789B31,electric_bike,2022-01-16 13:18:39.645,2022-01-16 13:24:08.165,Lafayette Ave & Classon Ave,4452.01,Hanson Pl & Ashland Pl,4395.07,40.68900443,-73.96023854,40.68506807308177,-73.97790759801863,member,2022-01-16,-8.0,5.475333333333333,5217,1,winter
127583,24C8CD28036DDDB7,classic_bike,2022-01-17 12:04:59.148,2022-01-17 12:07:09.591,4 Ave & E 12 St,5788.15,E 17 St & Broadway,5980.07,40.732647,-73.99011,40.73704984,-73.99009296,member,2022-01-17,3.9,2.1740500000000003,7272,1,winter
134855,43CCF14FD4C4AFA6,classic_bike,2022-01-18 09:07:26.051,2022-01-18 09:12:22.213,Greenwich Ave & Charles St,5914.08,W 18 St & 6 Ave,6064.08,40.735238,-74.000271,40.73971301,-73.99456405,member,2022-01-18,1.8,4.936033333333333,10635,1,winter
145490,0B10FF551396E135,electric_bike,2022-01-19 07:38:38.140,2022-01-19 07:43:37.530,31 St & Astoria Blvd,6989.07,31 St & 23 Ave,7144.01,40.7699176,-73.9184057,40.7747878,-73.9125551,member,2022-01-19,3.2,4.989833333333333,13536,1,winter
159026,7E5DDDB48E3CF143,electric_bike,2022-01-20 18:26:19.383,2022-01-20 18:39:45.289,W 49 St & 8 Ave,6747.06,W 35 St & 9 Ave,6569.09,40.76227205,-73.98788205,40.75414519263519,-73.9960889518261,member,2022-01-20,5.1,13.431766666666666,8385,1,winter
167411,12241D05768C14B2,electric_bike,2022-01-21 10:44:42.728,2022-01-21 10:46:54.929,10 Ave & W 28 St,6459.04,W 35 St & Dyer Ave,6569.08,40.75066386,-74.00176802,40.754691750226016,-73.99740189313889,member,2022-01-21,-6.0,2.20335,8364,1,winter
175775,0700133C2C696B84,electric_bike,2022-01-22 01:51:46.955,2022-01-22 01:54:58.323,W 37 St & 10 Ave,6611.02,W 37 St & 10 Ave,6611.02,40.75660359,-73.9979009,40.75660359,-73.9979009,member,2022-01-22,-5.9,3.1894666666666667,7908,1,winter
183683,40A43494DAFB6D1E,electric_bike,2022-01-23 11:35:29.300,2022-01-23 12:03:56.131,Warren St & W Broadway,5288.09,W 64 St & Thelonious Monk Circle,7123.04,40.71473993,-74.00910627,40.77515953434235,-73.98918695747852,member,2022-01-23,-0.7,28.44718333333333,8275,1,winter
191958,E9F79FA0080D7B1A,classic_bike,2022-01-24 15:52:50.730,2022-01-24 15:54:51.274,Forsyth St & Broome St,5453.05,Allen St & Hester St,5342.10,40.71893904,-73.99266288,40.71605866,-73.99190759,member,2022-01-24,-0.2,2.0090666666666666,10231,1,winter
202189,1BA9BC849B4AAC9A,electric_bike,2022-01-25 18:46:24.598,2022-01-25 18:53:05.940,Pike St & Monroe St,5159.04,E 2 St & Avenue B,5515.02,40.71173107,-73.99193043,40.72217444,-73.98368779,member,2022-01-25,3.6,6.689033333333333,12719,1,winter
214908,BF039778AC9374DA,electric_bike,2022-01-26 13:44:27.812,2022-01-26 13:50:42.750,E 2 St & Avenue B,5515.02,W Broadway & Spring St,5569.06,40.72217444,-73.98368779,40.72494672359416,-74.00165855884552,member,2022-01-26,-2.3,6.248966666666666,10387,1,winter
225295,F9367F6CF1C28C44,classic_bike,2022-01-27 19:01:28.918,2022-01-27 19:09:38.010,Lexington Ave & E 24 St,6089.07,Washington Pl & Broadway,5755.01,40.74025878,-73.98409214,40.72903917,-73.99404649,member,2022-01-27,-4.2,8.151533333333333,10922,1,winter
236217,63A9C87C71AC7C39,classic_bike,2022-01-28 18:00:51.881,2022-01-28 18:03:12.796,Old Slip & South St,4993.13,William St & Pine St,5065.12,40.70336686695866,-74.007867872715,40.70717936,-74.00887308,member,2022-01-28,0.1,2.348583333333333,8692,1,winter
244909,4B0642945858F25D,electric_bike,2022-01-29 02:48:16.033,2022-01-29 03:08:04.782,Hudson St & W 13 St,6115.06,E 40 St & Park Ave,6432.11,40.74005708567285,-74.0052741765976,40.750756,-73.978326,member,2022-01-29,-4.8,19.812483333333333,730,1,winter
245639,EABEACCCCDCFD6E7,electric_bike,2022-01-30 10:45:25.960,2022-01-30 11:00:07.616,S 3 St & Bedford Ave,5235.05,Lafayette Ave & Classon Ave,4452.01,40.71260486,-73.96264403,40.68900443,-73.96023854,casual,2022-01-30,-7.1,14.694266666666666,2327,1,winter
247966,124DE5591D189214,electric_bike,2022-01-31 19:27:14.729,2022-01-31 19:42:54.826,E 82 St & East End Ave,7049.04,W 90 St & Amsterdam Ave,7432.04,40.7724607,-73.9468208,40.79017948095081,-73.97288918495178,member,2022-01-31,-3.4,15.668283333333331,5510,1,winter
253476,000EDE64A2BAB662,electric_bike,2022-02-01 08:11:30.309,2022-02-01 08:23:24.913,Park Ave & E 124 St,7682.01,Amsterdam Ave & W 119 St,7727.08,40.8045555,-73.9396861,40.80863217506367,-73.95958609887202,member,2022-02-01,-1.7,11.910066666666667,7253,2,winter
260729,DC0C03C41AF31F79,classic_bike,2022-02-02 18:21:31.086,2022-02-02 18:24:34.384,W 18 St & 9 Ave,6190.03,8 Ave & W 16 St,6072.11,40.7435337324616,-74.00367558002472,40.740983,-74.001702,member,2022-02-02,2.3,3.0549666666666666,10446,2,winter
271175,8B126BB88CF66571,classic_bike,2022-02-03 16:16:55.449,2022-02-03 16:18:40.241,9 Ave & W 18 St,6190.08,9 Ave & W 22 St,6266.06,40.74317449,-74.00366443,40.7454973,-74.00197139,member,2022-02-03,6.4,1.7465333333333333,6577,2,winter
277752,16F2D243334FD19D,classic_bike,2022-02-04 16:25:56.172,2022-02-04 16:57:35.944,Prospect Pl & 6 Ave,4166.08,Union St & 4 Ave,4175.15,40.6793307,-73.97519523,40.6772744,-73.98282002,member,2022-02-04,5.8,31.662866666666662,5049,2,winter
282801,D4B191EF496E1621,classic_bike,2022-02-05 17:13:46.948,2022-02-05 17:23:10.238,E 13 St & 2 Ave,5820.08,Forsyth St\t& Grand St,5382.07,40.73153937464073,-73.9853024482727,40.71779817737835,-73.99316132068634,member,2022-02-05,-2.8,9.388166666666669,7489,2,winter
290290,8A97D152C17A95A1,classic_bike,2022-02-06 13:54:20.315,2022-02-06 14:13:45.098,N 12 St & Bedford Ave,5450.04,Morgan Ave & Maspeth Ave,5354.01,40.72079821,-73.95484712,40.716657,-73.93637,casual,2022-02-06,-4.8,19.41305,7153,2,winter
297443,A65D3E90954CEF16,classic_bike,2022-02-07 08:29:47.797,2022-02-07 08:33:55.702,Spruce St & Gold St,5137.13,Water St & Gouverneur Ln,4993.15,40.7103231,-74.0043228,40.70469667894968,-74.00803416967392,member,2022-02-07,0.5,4.13175,7662,2,winter
305105,BF5FFE62F5933E2B,classic_bike,2022-02-08 18:48:14.460,2022-02-08 19:35:34.135,Washington Pl & Broadway,5755.01,27 St & Hunter St,6310.06,40.72903917,-73.99404649,40.7485,-73.941275,member,2022-02-08,4.1,47.32791666666667,12926,2,winter
318031,5969E146D63C6E87,classic_bike,2022-02-09 15:30:37.703,2022-02-09 15:33:23.239,W 63 St & Broadway,7052.01,W 59 St & 10 Ave,7023.04,40.77163851,-73.98261428,40.770513,-73.988038,member,2022-02-09,2.8,2.7589333333333332,13998,2,winter
332029,A05D3824316C1264,electric_bike,2022-02-10 15:45:26.607,2022-02-10 16:01:09.584,Greene Ave & Nostrand Ave,4519.02,Willoughby Ave & Wyckoff Ave,5010.02,40.6883337,-73.950916,40.705614,-73.92153,casual,2022-02-10,6.3,15.716283333333331,15566,2,winter
347595,65B32612B1EA82D3,electric_bike,2022-02-11 15:50:39.296,2022-02-11 16:01:50.803,Washington Pl & Broadway,5755.01,W 22 St & 10 Ave,6306.06,40.72903917,-73.99404649,40.74691959,-74.00451887,casual,2022-02-11,8.6,11.191783333333332,16059,2,winter
363654,50219E78804270F8,electric_bike,2022-02-12 18:11:44.336,2022-02-12 18:41:07.009,Roebling St & N 4 St,5267.09,Cambridge Pl & Gates Ave,4377.04,40.71469,-73.95739,40.68488,-73.96304,member,2022-02-12,11.8,29.377883333333333,17094,2,winter
380748,D94E0CE1F5E705CA,electric_bike,2022-02-13 13:46:37.741,2022-02-13 13:53:29.911,W 43 St & 10 Ave,6756.01,8 Ave & W 33 St,6450.12,40.76009437,-73.99461843,40.751551,-73.993934,member,2022-02-13,2.8,6.8695,5115,2,winter
385863,0AE95764ACCE597A,classic_bike,2022-02-14 09:22:58.873,2022-02-14 09:26:35.853,Fulton St & William St,5137.11,Centre St & Chambers St,5207.01,40.70960089363537,-74.00655090808868,40.712733,-74.004607,member,2022-02-14,-4.3,3.616333333333333,8449,2,winter
394312,5F185DDBE744B637,classic_bike,2022-02-15 14:31:31.535,2022-02-15 14:39:29.742,E 17 St & Broadway,5980.07,W 27 St & 7 Ave,6247.06,40.73704984,-73.99009296,40.746647,-73.993915,member,2022-02-15,-4.7,7.970116666666667,10221,2,winter
404533,8B1ACDBF363F2DDA,electric_bike,2022-02-16 19:56:40.680,2022-02-16 20:04:09.071,W 41 St & 8 Ave,6602.03,W 52 St & 11 Ave,6926.01,40.75640548,-73.9900262,40.76727216,-73.99392888,member,2022-02-16,1.6,7.473183333333334,13397,2,winter
417930,44DEDC3EE7DF47A9,electric_bike,2022-02-17 09:01:12.966,2022-02-17 09:03:55.390,E 51 St & 1 Ave,6532.06,E 45 St & 3 Ave,6464.08,40.75455731,-73.96592976,40.75255434,-73.97282625,member,2022-02-17,11.6,2.707066666666667,16809,2,winter
434739,25764D21F30489A2,classic_bike,2022-02-18 16:49:23.314,2022-02-18 16:54:03.230,1 St & 6 Ave,3946.07,4 Ave & 3 St,4028.04,40.672784,-73.979826,40.673746,-73.985649,member,2022-02-18,9.9,4.665266666666667,11729,2,winter
446468,3AA42886E13783AD,electric_bike,2022-02-19 07:05:17.122,2022-02-19 07:12:30.108,Pierrepont St & Monroe Pl,4718.08,Bond St & Fulton St,4479.06,40.69535693320225,-73.99344027042389,40.68962188790333,-73.98304268717766,member,2022-02-19,0.1,7.216433333333333,8087,2,winter
454555,AF92CD51421815F7,classic_bike,2022-02-20 19:16:18.524,2022-02-20 19:25:07.604,St Nicholas Ave & Manhattan Ave,7723.01,W 110 St & Amsterdam Ave,7646.04,40.809725,-73.953149,40.802692,-73.96295,member,2022-02-20,-2.6,8.818000000000001,7733,2,winter
462288,22DAF2467F479058,classic_bike,2022-02-21 14:31:12.420,2022-02-21 14:45:11.025,Lafayette St & Jersey St,5561.06,Madison Ave & E 26 St,6131.12,40.72456089,-73.99565293,40.742684734875695,-73.98671329021454,casual,2022-02-21,4.1,13.97675,13212,2,winter
475500,DEF7C983608ACC93,electric_bike,2022-02-22 08:55:53.228,2022-02-22 09:00:49.452,E 5 St & Ave A,5626.06,Lafayette St & E 8 St,5788.13,40.72479007746337,-73.98430064320564,40.73020660529954,-73.99102628231049,member,2022-02-22,5.6,4.9370666666666665,8986,2,winter
484486,BD51F30BF51C8C73,classic_bike,2022-02-23 18:29:34.073,2022-02-23 18:45:27.852,E 6 St & Avenue D,5506.14,E 25 St & 1 Ave,6004.07,40.72228087,-73.97668709,40.7381765,-73.97738662,casual,2022-02-23,14.4,15.896316666666667,16550,2,winter
501036,7413DC3672AA788F,electric_bike,2022-02-24 16:53:12.839,2022-02-24 17:05:56.084,Madison Av & E 51 St,6659.09,W 67 St & Broadway,7116.04,40.75863,-73.97513,40.77492513,-73.98266566,member,2022-02-24,1.1,12.72075,11246,2,winter
512282,7F42631F12979834,classic_bike,2022-02-25 13:30:16.462,2022-02-25 13:37:17.347,Fulton St & Waverly Ave,4345.11,Atlantic Ave & Fort Greene Pl,4354.07,40.68323865460341,-73.96599590778351,40.68382604,-73.97632328,member,2022-02-25,0.8,7.01475,7507,2,winter
519789,A200779C1552A91B,electric_bike,2022-02-26 18:33:23.083,2022-02-26 18:46:37.756,Washington St & Gansevoort St,6039.06,W 43 St & 10 Ave,6756.01,40.739323,-74.008119,40.76009437,-73.99461843,casual,2022-02-26,-1.1,13.24455,10311,2,winter
530100,21BE13C73120B673,electric_bike,2022-02-27 19:46:17.664,2022-02-27 19:50:19.281,E Houston St & Columbia St,5436.11,Stanton St & Norfolk St,5445.07,40.71978635452822,-73.97871628403664,40.720747,-73.986274,member,2022-02-27,2.4,4.02695,10834,2,winter
540934,8F46CF0EF2928368,classic_bike,2022-02-28 15:19:43.439,2022-02-28 15:30:58.575,Lenox Ave & W 126 St,7720.03,Frederick Douglass Blvd & W 112 St,7631.23,40.808442,-73.9452087,40.801694,-73.957145,member,2022-02-28,0.8,11.252266666666666,11352,2,winter
552286,1D0119F95FE22698,electric_bike,2022-03-01 18:57:28.677,2022-03-01 19:32:14.311,Prospect Park W & 20 St,3507.04,6 Ave & 60 St,2912.08,40.656633,-73.983864,40.638196,-74.013821,member,2022-03-01,2.6,34.76056666666667,13877,3,spring
566163,D098662FE9487322,electric_bike,2022-03-02 13:45:45.451,2022-03-02 13:53:36.268,W 11 St & 6 Ave,5914.03,Madison Ave & E 26 St,6131.12,40.73532427,-73.99800419,40.742684734875695,-73.98671329021454,member,2022-03-02,7.7,7.84695,16954,3,spring
583117,57AECF87F48F6B61,classic_bike,2022-03-03 08:21:15.234,2022-03-03 08:28:21.266,8 Ave & W 16 St,6072.11,Broadway & W 25 St,6173.08,40.740983,-74.001702,40.74286877312112,-73.98918628692627,member,2022-03-03,5.6,7.100533333333333,13613,3,spring
596730,05AE52C4390BC188,classic_bike,2022-03-04 16:33:25.447,2022-03-04 16:44:22.946,E 31 St & 3 Ave,6239.08,E 48 St & 3 Ave,6541.03,40.74394314,-73.97966069,40.7546011026,-73.971878855,member,2022-03-04,-1.9,10.958316666666668,12317,3,spring
609047,723DBA9D9484632B,classic_bike,2022-03-05 09:00:10.436,2022-03-05 09:06:01.899,Steinway St & Ditmars Blvd,7074.01,31 St & Hoyt Ave N,7018.01,40.772717,-73.906127,40.7711528,-73.9170074,member,2022-03-05,3.1,5.857716666666667,12740,3,spring
621787,4D6D1B6A2E9A4CC8,classic_bike,2022-03-06 18:39:21.268,2022-03-06 18:42:36.075,W 29 St & 9 Ave,6416.06,W 22 St & 10 Ave,6306.06,40.7500727,-73.99839279,40.74691959,-74.00451887,member,2022-03-06,9.6,3.246783333333333,13694,3,spring
635481,DB2421453B3F717D,classic_bike,2022-03-07 14:40:39.395,2022-03-07 14:54:03.753,10 St & 7 Ave,3762.08,Fulton St & Waverly Ave,4345.11,40.6662078,-73.98199886,40.68323865460341,-73.96599590778351,member,2022-03-07,18.2,13.405966666666666,17178,3,spring
652659,F09517F72AC7697B,electric_bike,2022-03-08 16:54:28.037,2022-03-08 17:05:34.333,Pierrepont St & Monroe Pl,4718.08,Carroll St & Columbia St,4348.07,40.69535693320225,-73.99344027042389,40.6830456,-74.00348559,member,2022-03-08,8.7,11.104933333333332,15472,3,spring
668131,C97CDA2BAA73AC43,classic_bike,2022-03-09 08:26:55.885,2022-03-09 08:31:14.638,W 70 St & Amsterdam Ave,7207.08,Central Park West & W 72 St,7141.07,40.77748046,-73.98288594,40.77579376683666,-73.9762057363987,member,2022-03-09,3.2,4.31255,6888,3,spring
675019,51BA65100B026C79,classic_bike,2022-03-10 10:15:49.415,2022-03-10 10:34:11.735,Macon St & Nostrand Ave,4214.03,3 Ave & Schermerhorn St,4437.01,40.6809833854,-73.9500479759,40.68683208,-73.9796772,member,2022-03-10,4.0,18.372,16546,3,spring
691565,F098E56292AEC977,classic_bike,2022-03-11 06:49:22.509,2022-03-11 06:55:03.286,W 37 St & 10 Ave,6611.02,W 42 St & 6 Ave,6517.08,40.75660359,-73.9979009,40.75492,-73.98455,member,2022-03-11,7.2,5.679616666666666,17273,3,spring
708838,5D9603E50DA11AFC,classic_bike,2022-03-12 02:12:00.744,2022-03-12 02:29:50.317,E 11 St & Avenue B,5659.11,W 26 St & 8 Ave,6297.02,40.72746420692392,-73.97950418293476,40.74734825,-73.99723551,member,2022-03-12,5.1,17.826216666666667,4937,3,spring
713775,8F208875D1155407,classic_bike,2022-03-13 12:40:22.632,2022-03-13 12:46:20.199,W 15 St & 6 Ave,5989.02,W 27 St & 7 Ave,6247.06,40.738046142482766,-73.99642959237099,40.746647,-73.993915,member,2022-03-13,-2.3,5.95945,7725,3,spring
721500,C4E9F32A192BFBAC,classic_bike,2022-03-14 13:07:01.111,2022-03-14 13:22:14.883,Garfield Pl & 8 Ave,3978.13,Underhill Ave & Pacific St,4231.04,40.6711978,-73.97484126,40.6804836,-73.9646795,member,2022-03-14,5.3,15.229533333333334,15694,3,spring
737194,30DA3EFBB4053B50,electric_bike,2022-03-15 13:59:14.099,2022-03-15 14:10:25.877,Broadway & W 51 St,6779.04,E 56 St & 3 Ave,6691.11,40.76228826,-73.98336183,40.75934501,-73.96759673,member,2022-03-15,11.6,11.1963,19881,3,spring
757075,DC7166E875C5B5C7,classic_bike,2022-03-16 05:40:24.718,2022-03-16 05:58:06.064,W 30 St & 10 Ave,6459.07,Allen St & Stanton St,5484.09,40.752694,-74.002353,40.722055,-73.989111,member,2022-03-16,13.6,17.6891,20364,3,spring
777439,0DEACA1A2C1171CF,electric_bike,2022-03-17 22:22:45.143,2022-03-17 22:34:54.261,S 3 St & Bedford Ave,5235.05,India St & Manhattan Ave,5826.02,40.71260486,-73.96264403,40.73232194,-73.9550858,casual,2022-03-17,8.2,12.151966666666668,12527,3,spring
789966,229E3CCBD0BCD57C,classic_bike,2022-03-18 18:52:32.061,2022-03-18 19:09:22.766,5 Ave & E 78 St,7161.08,5 Ave & E 78 St,7161.08,40.77632142182271,-73.96427392959595,40.77632142182271,-73.96427392959595,casual,2022-03-18,13.9,16.845083333333335,23199,3,spring
813165,C1C09CB0A139349E,electric_bike,2022-03-19 12:49:34.797,2022-03-19 13:13:23.839,Mott St & Prince St,5561.04,Banker St & Meserole Ave,5633.04,40.72317958,-73.99480012,40.72606,-73.95621,casual,2022-03-19,13.1,23.817366666666665,19291,3,spring
832456,F077AF545AE188F0,classic_bike,2022-03-20 15:19:56.665,2022-03-20 15:44:53.841,Scholes St & Manhattan Ave,5108.01,Washington Ave & Greene Ave,4419.03,40.70870368,-73.9448625,40.68650065,-73.96563307,member,2022-03-20,14.3,24.95293333333333,16312,3,spring
848768,C4355635EE4F674C,classic_bike,2022-03-21 07:15:44.101,2022-03-21 07:24:30.158,W 36 St & 7 Ave,6483.06,W 56 St & 6 Ave,6809.07,40.752149,-73.989539,40.76340613,-73.97722479,member,2022-03-21,10.4,8.767616666666667,18286,3,spring
867054,3EEB0B4C4093FBCE,classic_bike,2022-03-22 18:33:00.107,2022-03-22 18:45:28.626,E 11 St & Avenue B,5659.11,Broadway & E 21 St,6098.10,40.72746420692392,-73.97950418293476,40.73988840858996,-73.98958593606949,member,2022-03-22,10.7,12.475316666666666,18658,3,spring
885712,3F781711385FDCE3,classic_bike,2022-03-23 07:53:08.987,2022-03-23 08:05:47.912,W 42 St & 8 Ave,6602.05,E 54 St & 1 Ave,6608.09,40.7575699,-73.99098507,40.756265,-73.964179,member,2022-03-23,7.2,12.64875,15251,3,spring
900963,778961C9A1760D30,electric_bike,2022-03-24 20:41:48.215,2022-03-24 20:53:44.957,Morton St & Washington St,5772.05,E 10 St & Avenue A,5659.05,40.73115,-74.00887,40.72740794,-73.98142006,casual,2022-03-24,5.7,11.9457,11437,3,spring
912400,E750C9B04F089420,electric_bike,2022-03-25 14:02:10.412,2022-03-25 14:48:28.450,W 13 St & 5 Ave,5947.04,W 70 St & Amsterdam Ave,7207.08,40.735445,-73.99431,40.77748046,-73.98288594,casual,2022-03-25,9.6,46.30063333333333,18669,3,spring
931069,987FA14FE245E31D,electric_bike,2022-03-26 01:16:36.462,2022-03-26 01:27:53.833,E 20 St & Park Ave,6055.08,Perry St & Bleecker St,5922.07,40.73827428,-73.98751968,40.73535398,-74.00483091,casual,2022-03-26,10.4,11.289516666666666,15441,3,spring
946510,C6F7562F92C2FACB,classic_bike,2022-03-27 12:40:03.801,2022-03-27 12:46:46.947,Water St & Gouverneur Ln,4993.15,West St & Liberty St,5184.08,40.70469667894968,-74.00803416967392,40.711444,-74.014847,member,2022-03-27,5.9,6.7191,11598,3,spring
958108,E5951EA7DFD03A60,electric_bike,2022-03-28 10:59:42.046,2022-03-28 11:12:32.786,W 21 St & 6 Ave,6140.05,Central Park S & 6 Ave,6876.04,40.74173969,-73.99415556,40.76590936,-73.97634151,member,2022-03-28,-1.5,12.845666666666666,9416,3,spring
967524,B26B9315B6AB24C2,electric_bike,2022-03-29 18:00:42.273,2022-03-29 18:09:45.975,11 Ave & W 27 St,6425.04,W 36 St & 7 Ave,6483.06,40.751396,-74.005226,40.752149,-73.989539,member,2022-03-29,-1.2,9.0617,12212,3,spring
979736,AA04D75CB03B9CD6,electric_bike,2022-03-30 06:14:57.073,2022-03-30 06:21:26.964,W 160 St & St. Nicholas Ave,8138.07,Riverside Dr & W 145 St,8018.04,40.834468,-73.939865,40.827305,-73.951989,member,2022-03-30,2.6,6.498183333333333,15426,3,spring
995162,CC11799B6182719E,classic_bike,2022-03-31 18:10:08.380,2022-03-31 18:22:50.725,8 Ave & W 38 St,6526.05,Gansevoort St & Hudson St,6072.14,40.75461,-73.99177,40.73944820130404,-74.00507032871246,member,2022-03-31,9.9,12.70575,18031,3,spring
1013193,4B19643648FA583F,electric_bike,2022-04-01 07:13:59.782,2022-04-01 07:31:06.719,Central Park W & W 91 St,7453.01,E 51 St & 2 Ave,6575.03,40.78866499127884,-73.96680057048798,40.755293,-73.967641,member,2022-04-01,13.1,17.115616666666664,17025,4,spring
